,Time,ID,RSSI,PI
1124,1702043155.2778475,dd:03:16:54:f4:d0,-79,163
1125,1702043160.3044353,dd:03:16:54:f4:d0,-80,163
1126,1702043162.4101524,dd:03:16:54:f4:d0,-77,163
1127,1702043166.3344226,dd:03:16:54:f4:d0,-76,163
1128,1702043167.3482554,dd:03:16:54:f4:d0,-73,163
1129,1702043169.3957665,dd:03:16:54:f4:d0,-73,163
1130,1702043171.3725417,dd:03:16:54:f4:d0,-73,163
1131,1702043172.3671944,dd:03:16:54:f4:d0,-74,163
1132,1702043174.544927,dd:03:16:54:f4:d0,-74,163
1133,1702043179.408069,dd:03:16:54:f4:d0,-77,163
1134,1702043181.4476244,dd:03:16:54:f4:d0,-81,163
1135,1702043188.478102,dd:03:16:54:f4:d0,-78,163
1136,1702043189.4804077,dd:03:16:54:f4:d0,-78,163
1137,1702043194.5079246,dd:03:16:54:f4:d0,-77,163
1138,1702043203.5303187,dd:03:16:54:f4:d0,-73,163
1139,1702043204.5388212,dd:03:16:54:f4:d0,-84,163
1140,1702043211.574716,dd:03:16:54:f4:d0,-78,163
1141,1702043219.6083677,dd:03:16:54:f4:d0,-78,163
1142,1702043244.7270086,dd:03:16:54:f4:d0,-80,133
1143,1702043293.016555,dd:03:16:54:f4:d0,-83,133
1144,1702043294.0101442,dd:03:16:54:f4:d0,-82,133
1145,1702043300.0591085,dd:03:16:54:f4:d0,-80,133
1146,1702043320.124654,dd:03:16:54:f4:d0,-73,163
1147,1702043321.1655965,dd:03:16:54:f4:d0,-74,163
1148,1702043326.1653988,dd:03:16:54:f4:d0,-79,163
1149,1702043329.1731484,dd:03:16:54:f4:d0,-79,163
1150,1702043330.2027636,dd:03:16:54:f4:d0,-78,163
1151,1702043331.1942606,dd:03:16:54:f4:d0,-76,163
1152,1702043334.218706,dd:03:16:54:f4:d0,-76,163
1153,1702043336.2086246,dd:03:16:54:f4:d0,-81,163
1154,1702043340.2346668,dd:03:16:54:f4:d0,-72,163
1155,1702043342.2324443,dd:03:16:54:f4:d0,-74,163
1156,1702043343.3063805,dd:03:16:54:f4:d0,-78,163
1157,1702043345.241968,dd:03:16:54:f4:d0,-75,163
1158,1702043346.256509,dd:03:16:54:f4:d0,-76,163
1159,1702043347.2654574,dd:03:16:54:f4:d0,-73,163
1160,1702043348.290111,dd:03:16:54:f4:d0,-80,163
1161,1702043349.2747302,dd:03:16:54:f4:d0,-77,163
1162,1702043351.3000903,dd:03:16:54:f4:d0,-77,163
1163,1702043354.3931985,dd:03:16:54:f4:d0,-73,163
1164,1702043359.422618,dd:03:16:54:f4:d0,-75,163
1165,1702043360.3685703,dd:03:16:54:f4:d0,-74,163
1166,1702043364.3841422,dd:03:16:54:f4:d0,-78,163
1167,1702043370.3965352,dd:03:16:54:f4:d0,-72,163
1168,1702043372.4060476,dd:03:16:54:f4:d0,-76,163
1169,1702043373.4178238,dd:03:16:54:f4:d0,-77,163
1170,1702043374.413867,dd:03:16:54:f4:d0,-80,163
1171,1702043375.422433,dd:03:16:54:f4:d0,-74,163
1172,1702043377.434508,dd:03:16:54:f4:d0,-74,163
1173,1702043379.4398715,dd:03:16:54:f4:d0,-78,163
1174,1702043381.4485762,dd:03:16:54:f4:d0,-75,163
1175,1702043385.4672005,dd:03:16:54:f4:d0,-74,163
1176,1702043386.4743338,dd:03:16:54:f4:d0,-76,163
1177,1702043389.5100672,dd:03:16:54:f4:d0,-74,163
1178,1702043391.507676,dd:03:16:54:f4:d0,-78,163
1179,1702043394.514097,dd:03:16:54:f4:d0,-76,163
1180,1702043395.5204985,dd:03:16:54:f4:d0,-77,163
1181,1702043397.5242257,dd:03:16:54:f4:d0,-71,163
1182,1702043398.5398486,dd:03:16:54:f4:d0,-81,163
1183,1702043400.5414562,dd:03:16:54:f4:d0,-76,163
1184,1702043405.5687902,dd:03:16:54:f4:d0,-73,163
1185,1702043406.5779686,dd:03:16:54:f4:d0,-77,163
1186,1702043468.909632,dd:03:16:54:f4:d0,-79,133
1187,1702043473.0271382,dd:03:16:54:f4:d0,-81,133
1188,1702043482.0172186,dd:03:16:54:f4:d0,-80,133
1189,1702043500.1643226,dd:03:16:54:f4:d0,-73,163
1190,1702043503.1583982,dd:03:16:54:f4:d0,-79,163
1191,1702043505.1435382,dd:03:16:54:f4:d0,-77,163
1192,1702043507.1421363,dd:03:16:54:f4:d0,-78,163
1193,1702043508.146057,dd:03:16:54:f4:d0,-78,163
1194,1702043520.2234097,dd:03:16:54:f4:d0,-75,163
1195,1702043521.219427,dd:03:16:54:f4:d0,-73,163
1196,1702043523.2262187,dd:03:16:54:f4:d0,-73,163
1197,1702043524.370416,dd:03:16:54:f4:d0,-76,163
1198,1702043525.3044078,dd:03:16:54:f4:d0,-78,163
1199,1702043531.2735727,dd:03:16:54:f4:d0,-78,163
1200,1702043535.3375633,dd:03:16:54:f4:d0,-73,163
1201,1702043541.3349738,dd:03:16:54:f4:d0,-75,163
1202,1702043542.3549862,dd:03:16:54:f4:d0,-78,163
1203,1702043546.3530035,dd:03:16:54:f4:d0,-75,163
1204,1702043548.364113,dd:03:16:54:f4:d0,-72,163
1205,1702043549.3709383,dd:03:16:54:f4:d0,-80,163
1206,1702043550.410391,dd:03:16:54:f4:d0,-80,163
1207,1702043552.4331474,dd:03:16:54:f4:d0,-74,163
1208,1702043553.3940575,dd:03:16:54:f4:d0,-79,163
1209,1702043555.4065511,dd:03:16:54:f4:d0,-78,163
1210,1702043557.4276962,dd:03:16:54:f4:d0,-76,163
1211,1702043560.4404187,dd:03:16:54:f4:d0,-77,163
1212,1702043561.442712,dd:03:16:54:f4:d0,-78,163
1213,1702043563.507828,dd:03:16:54:f4:d0,-76,163
1214,1702043567.5012474,dd:03:16:54:f4:d0,-79,163
1215,1702043568.527076,dd:03:16:54:f4:d0,-77,163
1216,1702043572.4917932,dd:03:16:54:f4:d0,-74,163
1217,1702043575.512396,dd:03:16:54:f4:d0,-77,163
